id,title,author,genre,language,publicationYear,publisher,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year
952,The Valley of Horses,Jean M. Auel,Historical Fiction,English,1982,Crown,502,"history,romance,adventure",4.06,USA,True,None,Adult,False,1998
953,Roots: The Saga of an American Family,Alex Haley,Historical Fiction,English,1976,Doubleday,888,"history,slavery,family",4.45,USA,True,Pulitzer Prize,Adult,True,1977
954,Sophie's Choice,William Styron,Historical Fiction,English,1979,Random House,515,"holocaust,tragedy,romance",4.11,USA,True,National Book Award,Adult,True,1982
955,The Cider House Rules,John Irving,Fiction,English,1985,William Morrow,560,"morality,medicine,classic",4.14,USA,True,None,Adult,True,1999
956,The Bonfire of the Vanities,Tom Wolfe,Satire,English,1987,"Farrar, Straus & Giroux",690,"new york,satire,80s",3.76,USA,True,None,Adult,True,1990
957,A Man in Full,Tom Wolfe,Satire,English,1998,"Farrar, Straus & Giroux",742,"business,south,satire",3.89,USA,True,None,Adult,False,1998
958,American Pastoral,Philip Roth,Fiction,English,1997,Houghton Mifflin,423,"politics,tragedy,family",3.94,USA,True,Pulitzer Prize,Adult,True,2016
959,The Human Stain,Philip Roth,Fiction,English,2000,Houghton Mifflin,361,"identity,race,scandal",3.85,USA,True,PEN/Faulkner Award,Adult,True,2003
960,"Rabbit, Run",John Updike,Fiction,English,1960,Knopf,255,"classic,dissatisfaction,men",3.76,USA,True,None,Adult,True,1970
961,All the Pretty Horses,Cormac McCarthy,Western,English,1992,Knopf,302,"western,romance,coming-of-age",4.03,USA,True,National Book Award,Adult,True,2000
962,The Crossing,Cormac McCarthy,Western,English,1994,Knopf,426,"western,nature,tragedy",4.11,USA,True,None,Adult,False,1998
963,Childhood's End,Arthur C. Clarke,Sci-Fi,English,1953,Ballantine,212,"aliens,utopia,classic",4.1,UK,True,None,Adult,True,2015
964,The City and the Stars,Arthur C. Clarke,Sci-Fi,English,1956,Harcourt,255,"future,utopia,exploration",4.11,UK,True,None,Adult,False,1998
965,The Day of the Triffids,John Wyndham,Sci-Fi,English,1951,Michael Joseph,228,"apocalypse,plants,horror",4.04,UK,True,None,Adult,True,1962
966,The Midwich Cuckoos,John Wyndham,Sci-Fi,English,1957,Michael Joseph,220,"aliens,horror,children",3.95,UK,True,None,Adult,True,1960
967,Flowers in the Attic,V.C. Andrews,Gothic,English,1979,Simon & Schuster,412,"family,secrets,abuse",3.84,USA,True,None,Adult,True,1987
968,Petals on the Wind,V.C. Andrews,Gothic,English,1980,Pocket Books,448,"revenge,romance,drama",3.76,USA,True,None,Adult,True,2014
969,The Princess Diaries,Meg Cabot,Young Adult,English,2000,HarperCollins,283,"royalty,diary,humor",3.79,USA,True,None,Young Adult,True,2001
970,Ella Enchanted,Gail Carson Levine,Fantasy,English,1997,HarperCollins,232,"fairytale,retelling,romance",3.98,USA,True,Newbery Honor,Children,True,2004
971,The Sisterhood of the Traveling Pants,Ann Brashares,Young Adult,English,2001,Delacorte,294,"friendship,summer,growing up",3.78,USA,True,None,Young Adult,True,2005
972,Gossip Girl,Cecily von Ziegesar,Young Adult,English,2002,"Little, Brown",224,"rich,scandal,new york",3.6,USA,True,None,Young Adult,True,2007
973,Pretty Little Liars,Sara Shepard,Young Adult,English,2006,HarperTeen,286,"mystery,secrets,scandal",3.85,USA,True,None,Young Adult,True,2010
974,Vampire Academy,Richelle Mead,Fantasy,English,2007,Razorbill,332,"vampires,romance,school",4.12,USA,True,None,Young Adult,True,2014
975,Fallen,Lauren Kate,Fantasy,English,2009,Delacorte,452,"angels,romance,gothic",3.68,USA,True,None,Young Adult,True,2016
976,Beautiful Creatures,Kami Garcia,Fantasy,English,2009,"Little, Brown",563,"magic,romance,south",3.75,USA,True,None,Young Adult,True,2013
977,Blue Bloods,Melissa de la Cruz,Fantasy,English,2006,Disney-Hyperion,302,"vampires,fashion,mystery",3.67,USA,True,None,Young Adult,False,1998
978,City of Glass,Cassandra Clare,Fantasy,English,2009,Margaret K. McElderry,541,"fantasy,action,romance",4.32,USA,True,None,Young Adult,False,1998
979,Clockwork Angel,Cassandra Clare,Fantasy,English,2010,Margaret K. McElderry,479,"steampunk,magic,romance",4.32,USA,True,None,Young Adult,False,1998
980,The Host,Stephenie Meyer,Sci-Fi,English,2008,"Little, Brown",619,"aliens,romance,identity",3.84,USA,True,None,Adult,True,2013
981,Rich People Problems,Kevin Kwan,Satire,English,2017,Doubleday,398,"wealth,asia,satire",3.96,Singapore,True,None,Adult,False,1998
982,Sex and the City,Candace Bushnell,Romance,English,1996,Atlantic Monthly,256,"dating,new york,columns",3.45,USA,True,None,Adult,True,1998
983,Lipstick Jungle,Candace Bushnell,Romance,English,2005,Hyperion,368,"business,women,romance",3.38,USA,True,None,Adult,True,2008
984,In Her Shoes,Jennifer Weiner,Fiction,English,2002,Atria,386,"sisters,family,humor",3.88,USA,True,None,Adult,True,2005
985,Something Borrowed,Emily Giffin,Romance,English,2004,St. Martin's Press,322,"romance,friendship,drama",3.84,USA,True,None,Adult,True,2011
986,The Last Song,Nicholas Sparks,Romance,English,2009,Grand Central,390,"romance,music,family",4.14,USA,True,None,Young Adult,True,2010
987,Safe Haven,Nicholas Sparks,Romance,English,2010,Grand Central,340,"romance,mystery,suspense",4.18,USA,True,None,Adult,True,2013
988,Message in a Bottle,Nicholas Sparks,Romance,English,1998,Warner Books,322,"romance,grief,letters",3.96,USA,True,None,Adult,True,1999
989,Nights in Rodanthe,Nicholas Sparks,Romance,English,2002,Warner Books,224,"romance,storm,second chance",3.85,USA,True,None,Adult,True,2008
990,A Bear Called Paddington,Michael Bond,Children's Fiction,English,1958,Collins,128,"animals,classic,humor",4.26,UK,True,None,Children,True,2014
991,The Borrowers,Mary Norton,Children's Fiction,English,1952,Dent,180,"fantasy,classic,miniature",4.03,UK,True,Carnegie Medal,Children,True,1997
992,Chitty Chitty Bang Bang,Ian Fleming,Children's Fiction,English,1964,Jonathan Cape,114,"cars,adventure,classic",3.7,UK,True,None,Children,True,1968
993,The Hundred and One Dalmatians,Dodie Smith,Children's Fiction,English,1956,Heinemann,199,"dogs,adventure,villain",4.09,UK,True,None,Children,True,1961
994,"Bambi, a Life in the Woods",Felix Salten,Children's Fiction,German,1923,Ullstein,293,"animals,nature,classic",3.92,Austria,True,None,Children,True,1942
995,The Fox and the Hound,Daniel P. Mannix,Children's Fiction,English,1967,Dutton,255,"animals,nature,tragedy",4.08,USA,True,None,Children,True,1981
996,The Mouse and the Motorcycle,Beverly Cleary,Children's Fiction,English,1965,William Morrow,158,"animals,humor,classic",4.11,USA,True,None,Children,True,1986
997,"Ramona Quimby, Age 8",Beverly Cleary,Children's Fiction,English,1981,William Morrow,190,"school,family,humor",4.07,USA,True,Newbery Honor,Children,True,1988
998,Dear Mr. Henshaw,Beverly Cleary,Children's Fiction,English,1983,William Morrow,134,"letters,family,growing up",3.98,USA,True,Newbery Medal,Children,False,1998
999,Walk Two Moons,Sharon Creech,Children's Fiction,English,1994,HarperCollins,280,"road trip,family,grief",3.98,USA,True,Newbery Medal,Children,False,1998
1000,Where the Red Fern Grows,Wilson Rawls,Children's Fiction,English,1961,Doubleday,212,"dogs,tragedy,classic",4.1,USA,True,None,Children,True,1974
1001,Angels & Demons,Dan Brown,Mystery-Thriller,English,2000,Pocket Books,768,"thriller,mystery,conspiracy",3.9,US,True,None,Adult,True,2009
1003,A Painted House,John Grisham,Drama,English,1999,Random House,416,"drama,coming-of-age,rural",3.6,US,False,None,Adult,False,1998
